ci_low,Median,ci_high,Model,Metric,Prediction Interval,Exclusion Interval,exp_id
,"{""precision"": [0.0, 0.07142857142857142, 0.06451612903225806, 0.043010752688172046, 0.030303030303030304, 0.031055900621118012, 0.023148148148148147, 0.019762845849802372, 0.019169329073482427, 0.016666666666666666, 0.015, 0.016317016317016316, 0.014957264957264958, 0.013671875, 0.012411347517730497, 0.011608623548922056, 0.0109717868338558, 0.010385756676557863, 0.009681881051175657, 0.010484927916120577, 0.022304832713754646, 0.03278688524590164, 0.03111111111111111, 0.02938090241343127, 0.03811434302908726, 0.04554079696394687, 0.043557168784029036, 0.041379310344827586, 0.039735099337748346, 0.05411764705882353, 0.05227272727272727, 0.05077262693156733, 0.05965909090909091, 0.0577319587628866, 0.05570291777188329, 0.05398457583547558, 0.05246720799500312, 0.05126658624849216, 0.04988262910798122, 0.04868270332187858, 0.04711751662971175, 0.04584681769147789, 0.04466631634261692, 0.05357142857142857, 0.054336989032901295, 0.056741028128031036, 0.056105610561056105, 0.05511811023622047, 0.05350719424460432, 0.05418502202643172, 0.052676659528907925, 0.053052631578947365, 0.05195876288659794, 0.05335489086499596, 0.05211212001579155, 0.051222351571594875, 0.0502092050209205, 0.049475262368815595, 0.04927751018895887, 0.05115089514066496, 0.05109751709247931, 0.05028328611898017, 0.04913494809688582, 0.048217317487266556, 0.05080213903743316, 0.049836065573770495, 0.050210560414642044, 0.04948914431673052, 0.0486961985548225, 0.04887101763068358, 0.049225159525979945, 0.048758600059826504, 0.047814608389557055, 0.04732868757259001, 0.04793340987370838, 0.047241867043847245, 0.04918032786885246, 0.050013664935774804, 0.0494728304947283, 0.05158202605689976, 0.05099894847528917, 0.05054715997915581, 0.0504244918960638, 0.050697084917617236, 0.05013787916771121, 0.04930966469428008, 0.0485319097306479, 0.048042277203939464, 0.048525214081826834, 0.052520515826494724, 0.05294937296795169, 0.0525103638876094, 0.05188893946290396, 0.051836826684696864, 0.052067039106145255, 0.05180429488598627, 0.05142857142857143, 0.05154414963027403, 0.05163102181896738, 0.05114487481275412, 0.05079702444208289, 0.05042194092827004, 0.049895615866388306, 0.04994818652849741, 0.04990757855822551, 0.04989816700610998], ""recall"": [0.0, 0.00816326530612245, 0.0163265306122449, 0.0163265306122449, 0.0163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.024489795918367346, 0.024489795918367346, 0.024489795918367346, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.0326530612244898, 0.07346938775510205, 0.11428571428571428, 0.11428571428571428, 0.11428571428571428, 0.15510204081632653, 0.19591836734693877, 0.19591836734693877, 0.19591836734693877, 0.19591836734693877, 0.2816326530612245, 0.2816326530612245, 0.2816326530612245, 0.34285714285714286, 0.34285714285714286, 0.34285714285714286, 0.34285714285714286, 0.34285714285714286, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.42857142857142855, 0.4448979591836735, 0.4775510204081633, 0.4857142857142857, 0.4857142857142857, 0.4857142857142857, 0.5020408163265306, 0.5020408163265306, 0.5142857142857142, 0.5142857142857142, 0.5387755102040817, 0.5387755102040817, 0.5387755102040817, 0.5387755102040817, 0.5387755102040817, 0.5428571428571428, 0.5714285714285714, 0.5795918367346938, 0.5795918367346938, 0.5795918367346938, 0.5795918367346938, 0.6204081632653061, 0.6204081632653061, 0.6326530612244898, 0.6326530612244898, 0.6326530612244898, 0.6448979591836734, 0.6612244897959184, 0.6653061224489796, 0.6653061224489796, 0.6653061224489796, 0.6816326530612244, 0.6816326530612244, 0.7224489795918367, 0.746938775510204, 0.746938775510204, 0.7918367346938775, 0.7918367346938775, 0.7918367346938775, 0.8, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8326530612244898, 0.9142857142857143, 0.9306122448979591, 0.9306122448979591, 0.9306122448979591, 0.9387755102040817, 0.9510204081632653, 0.9551020408163265, 0.9551020408163265, 0.9673469387755103, 0.9755102040816327, 0.9755102040816327, 0.9755102040816327, 0.9755102040816327, 0.9755102040816327, 0.9836734693877551, 0.9918367346938776, 1.0], ""tpr"": [0.0, 0.00816326530612245, 0.0163265306122449, 0.0163265306122449, 0.0163265306122449, 0.02040816326530612, 0.02040816326530612, 0.02040816326530612, 0.024489795918367346, 0.024489795918367346, 0.024489795918367346, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.0326530612244898, 0.07346938775510205, 0.11428571428571428, 0.11428571428571428, 0.11428571428571428, 0.15510204081632653, 0.19591836734693877, 0.19591836734693877, 0.19591836734693877, 0.19591836734693877, 0.2816326530612245, 0.2816326530612245, 0.2816326530612245, 0.34285714285714286, 0.34285714285714286, 0.34285714285714286, 0.34285714285714286, 0.34285714285714286, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.3469387755102041, 0.42857142857142855, 0.4448979591836735, 0.4775510204081633, 0.4857142857142857, 0.4857142857142857, 0.4857142857142857, 0.5020408163265306, 0.5020408163265306, 0.5142857142857142, 0.5142857142857142, 0.5387755102040817, 0.5387755102040817, 0.5387755102040817, 0.5387755102040817, 0.5387755102040817, 0.5428571428571428, 0.5714285714285714, 0.5795918367346938, 0.5795918367346938, 0.5795918367346938, 0.5795918367346938, 0.6204081632653061, 0.6204081632653061, 0.6326530612244898, 0.6326530612244898, 0.6326530612244898, 0.6448979591836734, 0.6612244897959184, 0.6653061224489796, 0.6653061224489796, 0.6653061224489796, 0.6816326530612244, 0.6816326530612244, 0.7224489795918367, 0.746938775510204, 0.746938775510204, 0.7918367346938775, 0.7918367346938775, 0.7918367346938775, 0.8, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8163265306122449, 0.8326530612244898, 0.9142857142857143, 0.9306122448979591, 0.9306122448979591, 0.9306122448979591, 0.9387755102040817, 0.9510204081632653, 0.9551020408163265, 0.9551020408163265, 0.9673469387755103, 0.9755102040816327, 0.9755102040816327, 0.9755102040816327, 0.9755102040816327, 0.9755102040816327, 0.9836734693877551, 0.9918367346938776, 1.0], ""fpr"": [0.00021299254526091586, 0.005537806176783813, 0.01235356762513312, 0.018956336528221512, 0.02726304579339723, 0.033226837060702875, 0.044941427050053245, 0.05282215122470713, 0.06538871139510118, 0.07539936102236422, 0.08391906283280086, 0.08988285410010649, 0.09818956336528221, 0.10756123535676251, 0.11863684771033013, 0.12694355697550586, 0.1343982960596379, 0.14206602768903087, 0.15250266240681576, 0.16080937167199147, 0.16805111821086263, 0.1759318423855165, 0.18572949946751863, 0.19701810436634717, 0.2042598509052183, 0.21427050053248137, 0.2244941427050053, 0.23684771033013843, 0.2470713525026624, 0.2568690095846645, 0.26645367412140575, 0.2747603833865815, 0.2820021299254526, 0.29201277955271565, 0.3033013844515442, 0.31352502662406817, 0.3231096911608094, 0.33503727369542063, 0.3448349307774228, 0.35378061767838126, 0.3661341853035144, 0.3767838125665602, 0.38722044728434507, 0.3951011714589989, 0.4040468583599574, 0.4142705005324814, 0.4264110756123536, 0.43450479233226835, 0.4483493077742279, 0.45729499467518636, 0.4711395101171459, 0.4790202342917998, 0.4896698615548456, 0.49882854100106494, 0.511395101171459, 0.5207667731629393, 0.531842385516507, 0.5401490947816826, 0.5465388711395102, 0.5531416400425985, 0.5616613418530352, 0.5712460063897764, 0.5853035143769968, 0.5970181043663472, 0.6048988285410011, 0.6172523961661341, 0.6244941427050054, 0.6340788072417466, 0.6449414270500532, 0.6549520766773163, 0.6664536741214058, 0.6773162939297125, 0.6913738019169329, 0.698828541001065, 0.7064962726304579, 0.7173588924387646, 0.7288604898828541, 0.7403620873269435, 0.7488817891373802, 0.759744408945687, 0.7689030883919062, 0.7761448349307775, 0.7861554845580405, 0.7976570820021299, 0.8070287539936102, 0.8212992545260915, 0.8351437699680511, 0.8440894568690096, 0.8519701810436635, 0.860702875399361, 0.8685835995740149, 0.8762513312034079, 0.8873269435569755, 0.8960596379126731, 0.9035143769968051, 0.9122470713525027, 0.9192758253461129, 0.9288604898828541, 0.9350372736954207, 0.9444089456869009, 0.9512247071352503, 0.9586794462193823, 0.9693290734824281, 0.9763578274760384, 0.9853035143769968, 0.9936102236421726], ""odds_ratio"": [0.0, 1.477999366888256, 1.326942337959651, 0.8589677840458763, 0.5921939834024896, 0.6061698717948717, 0.4427330173775671, 0.3735719086021505, 0.35882409060553605, 0.3078505070562372, 0.2740479578616486, 0.2978115416782827, 0.270128875845349, 0.24403028538147933, 0.2185024817826592, 0.2022799052506909, 0.1894285447935117, 0.17761707381603317, 0.1634488991127177, 0.1761533517757845, 0.3925562385889684, 0.6043895961883933, 0.5656999112163362, 0.525893635571055, 0.7151571937354229, 0.8934817490993127, 0.8416956433793429, 0.7850856370740971, 0.7425170663399265, 1.1342011533242877, 1.0793001962066708, 1.0348176532769555, 1.3283856561145408, 1.2649605175530396, 1.1984611626770885, 1.142367674858223, 1.0930039265140008, 1.0543944691671965, 1.0093421865348982, 0.9703868151715834, 0.9197207678883071, 0.8787097230073488, 0.8407075082508251, 1.1482479784366577, 1.1821374306180037, 1.2923762853470437, 1.2704240204240205, 1.2291666666666667, 1.1620480337820005, 1.1964998816495758, 1.1317144932262175, 1.1515706326995003, 1.103497684415219, 1.1736281674387672, 1.1160836377173229, 1.0749769260003257, 1.0282640053019376, 0.9944864744144497, 0.9852640296180827, 1.0771402900782956, 1.0759358052508918, 1.0347516344128058, 0.9767880612201636, 0.930570228153608, 1.067545055277904, 1.0134686880829937, 1.0355654085190238, 0.9938789982458104, 0.9481322471745193, 0.9567703952901598, 0.9768392842703508, 0.9470202485043719, 0.8873472792029216, 0.856676652715933, 0.8894583458948849, 0.8435691881356965, 0.9683062880324543, 1.0351024536916738, 0.9897473301772542, 1.2029222117778986, 1.143283906360328, 1.097124469985579, 1.0880520184231917, 1.1274291648123425, 1.0627254332717515, 0.967035500230521, 0.8773272124458047, 0.8209269072251661, 0.8645121951219511, 1.726305369957931, 2.0291953956668496, 1.8940776115988447, 1.7030301318799241, 1.7786229300372396, 2.0734912776991985, 2.046314180799355, 1.8680175246440307, 2.268917679431323, 2.7674639331814728, 2.344722598105548, 2.0425063442304823, 1.7168777308746204, 1.2603823335530653, 1.4589332460732984, 1.8122568093385214, 0.0], ""thresholds"": [0.0755707323551178, 0.06508990377187729, 0.06316830217838287, 0.0622016116976738, 0.061410337686538696, 0.06100296974182129, 0.06049064174294472, 0.060116276144981384, 0.059873584657907486, 0.05954368785023689, 0.059165261685848236, 0.05884607508778572, 0.05865755304694176, 0.05841637775301933, 0.0581563264131546, 0.057942382991313934, 0.05777079612016678, 0.057589177042245865, 0.05742543935775757, 0.057301413267850876, 0.057081930339336395, 0.05690554901957512, 0.056771207600831985, 0.056674715131521225, 0.056551482528448105, 0.05647791177034378, 0.05632981285452843, 0.05622117593884468, 0.056115925312042236, 0.05597252771258354, 0.05586430802941322, 0.0557757243514061, 0.05568277835845947, 0.05557487532496452, 0.05549172684550285, 0.05540046468377113, 0.0552864633500576, 0.05520051717758179, 0.055096421390771866, 0.05500473082065582, 0.054876260459423065, 0.05475321784615517, 0.05467502400279045, 0.05458441376686096, 0.0545039065182209, 0.054412759840488434, 0.0543057806789875, 0.05419648438692093, 0.054095927625894547, 0.053981803357601166, 0.053904976695775986, 0.05383376032114029, 0.053751204162836075, 0.05369533970952034, 0.05362110212445259, 0.053525637835264206, 0.05341526120901108, 0.053344860672950745, 0.053243737667798996, 0.05313221365213394, 0.053067080676555634, 0.05297628417611122, 0.05290178954601288, 0.052817538380622864, 0.052750393748283386, 0.052646927535533905, 0.05252133309841156, 0.05244634672999382, 0.052314650267362595, 0.05221039429306984, 0.05213732272386551, 0.05204605683684349, 0.051941268146038055, 0.051809556782245636, 0.051712699234485626, 0.051645513623952866, 0.05153753608465195, 0.05143545940518379, 0.05133379250764847, 0.051252786070108414, 0.05107565224170685, 0.050967857241630554, 0.05087075009942055, 0.05075250566005707, 0.05067519098520279, 0.05053297430276871, 0.05041450262069702, 0.050299789756536484, 0.05018541216850281, 0.05004779249429703, 0.04991605877876282, 0.04978465661406517, 0.049604903906583786, 0.04940701276063919, 0.04922381788492203, 0.04904816672205925, 0.0489385649561882, 0.04868556931614876, 0.048557981848716736, 0.0482977069914341, 0.0479947030544281, 0.04776237905025482, 0.04732679948210716, 0.046904873102903366, 0.04625020548701286, 0.045363325625658035], ""cm"": [2738.0, 1957.0, 126.0, 119.0]}",,transformer,curves,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.0445,0.0498,0.05491999999999999,transformer,incidence,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.46573514490730356,0.4982433609978819,0.537036338420939,transformer,auroc,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.26964673148458085,0.4116264159008335,0.8702045976319479,transformer,fpr,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.34452403912384627,0.49603174603174605,0.9608932461873638,transformer,tpr,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.041054701179068134,0.04785141573736751,0.0547132333953254,transformer,auprc,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.04917013671650426,0.060113154172560114,0.07298132981102075,transformer,precision,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.34452403912384627,0.49603174603174605,0.9608932461873638,transformer,recall,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
1.2892271989462452,1.5280404800719816,3.0594246919343195,transformer,odds_ratio,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
0.050035588443279266,0.054390452802181244,0.055684056133031845,transformer,thershold,3,0,89184ccda52b2d0c8d38d0c44b8a12f9
