,epoch_dev_3month_auroc,epoch_train_60month_auprc,epoch_dev_6month_auroc,epoch_train_120month_auroc,dev_120month_auprc,epoch_train_3month_auprc,dev_loss,dev_36month_auroc,epoch_dev_120month_auprc,epoch_dev_loss,epoch_train_12month_auroc,dev_3month_auroc,dev_12month_auprc,dev_3month_auprc,epoch_dev_12month_auroc,epoch_dev_36month_auroc,dev_6month_auroc,dev_60month_auprc,epoch_dev_120month_auroc,dev_12month_auroc,epoch_dev_6month_auprc,epoch_train_12month_auprc,epoch_dev_60month_auprc,epoch_train_60month_auroc,epoch_dev_3month_auprc,epoch_train_3month_auroc,epoch_train_36month_auprc,epoch_dev_60month_auroc,dev_60month_auroc,epoch_dev_12month_auprc,dev_6month_auprc,dev_120month_auroc,epoch_dev_36month_auprc,dev_36month_auprc,epoch_train_loss,epoch_train_6month_auroc,epoch_train_6month_auprc,epoch_train_120month_auprc,epoch_train_36month_auroc,result_path,model_path,log_path
4faf8939802fa1a94821e9cf49393ea5,,0.2525897089616666,0.9684873949579832,0.36875,0.5752145016490955,0.023275150827618208,0.3853362152973811,0.3592087912087912,0.5350338557375034,0.22459566096464792,0.27179487179487183,0.22185672514619886,0.10142168239881363,0.04315315141207998,0.9095441595441596,0.7240047929703102,0.3178178178178178,0.3443613922216962,0.5668224299065421,0.2578976034858388,0.11744505494505494,0.07290900883119195,0.4746924593779392,0.3380952380952381,,0.02380952380952384,0.16649779151420618,0.6221556325498643,0.3241428571428571,0.12019410328233858,0.06312445394753202,0.27391304347826084,0.5277084017916462,0.2998319060136841,0.2872245873917233,0.225,0.054955061357291835,0.3484623220058563,0.4594594594594594,,,results/untitled-search_7c54bb3f_20240423-2000/4faf8939802fa1a94821e9cf49393ea5.txt
7f23735010dcfacd9714887cf574109c,,0.19101467550902615,,0.4909090909090909,0.6425555349691374,,0.3094822466373444,0.5709549071618036,0.5706275177282224,0.2840124672899644,0.2564102564102564,,0.11665745894726184,,0.6126126126126126,0.7552205262665043,0.5060050568900126,0.3880140623445087,0.6262376237623762,0.4468282142305912,,0.07133145711052688,0.5694153306627243,0.3526170798898072,,,0.19101467550902615,0.7643461189972819,0.5426608275445485,0.08542559608821977,0.06766212791848059,0.6404882154882156,0.4589130944799741,0.26212063018469434,0.319245365194299,0.4065040650406504,0.05322954822954823,0.4655136534834508,0.3526170798898072,,,results/untitled-search_7c54bb3f_20240423-2000/7f23735010dcfacd9714887cf574109c.txt
