,epoch_dev_loss,epoch_train_60month_auroc,epoch_dev_60month_auprc,epoch_dev_120month_auprc,epoch_dev_60month_auroc,epoch_train_12month_auprc,epoch_dev_12month_auprc,epoch_dev_36month_auroc,epoch_train_36month_auroc,dev_60month_auroc,epoch_dev_12month_auroc,epoch_train_60month_auprc,epoch_train_12month_auroc,dev_loss,dev_36month_auroc,dev_3month_auprc,epoch_train_120month_auroc,dev_6month_auprc,dev_3month_auroc,dev_120month_auroc,epoch_dev_6month_auroc,epoch_dev_3month_auroc,epoch_train_6month_auroc,epoch_dev_3month_auprc,dev_12month_auroc,epoch_train_3month_auprc,dev_6month_auroc,epoch_train_3month_auroc,epoch_train_6month_auprc,dev_120month_auprc,epoch_dev_6month_auprc,dev_36month_auprc,dev_60month_auprc,epoch_train_120month_auprc,epoch_train_loss,epoch_dev_120month_auroc,epoch_train_36month_auprc,epoch_dev_36month_auprc,dev_12month_auprc,result_path,model_path,log_path
89184ccda52b2d0c8d38d0c44b8a12f9,0.3683639127881296,0.5221454059815557,0.5009098822913425,0.6563126395239058,0.5242455012656967,0.1561862964403381,0.17409698678679658,0.5523483630217729,0.5128907107825196,0.5122147155330921,0.5033480052992285,0.3970862530562814,0.5658028792912514,0.36549190179474894,0.5344686249285305,0.046955133286594834,0.5295455598038358,0.08600121132081097,0.49619525765577793,0.4779528618462707,0.5079845033988286,0.5024521295737486,0.5767852307300212,0.053333673330411564,0.4965914927184138,0.049293038575258005,0.5122312775330395,0.5740645087235996,0.09253903888618492,0.6594467219291936,0.09128318617697012,0.3965400768704862,0.4890890974200013,0.5746992838865048,0.31425548929617225,0.4772622387825189,0.2920489612296375,0.4065944000314065,0.16288387748953828,,,results/untitled-search_f14d2c4b_20240423-2133/89184ccda52b2d0c8d38d0c44b8a12f9.txt
11093a908dee5febea35fcad4f903219,0.3460726118531109,0.4898671821412982,0.4868681755315686,0.6700783580809573,0.5184412966816776,0.1158471077467029,0.14416455790999785,0.5284399689455177,0.4867775511774666,0.5117913392142257,0.5229551731291613,0.3980809408199473,0.4799241453539029,0.349584439138243,0.5102446504724867,,0.4981275137486662,0.036281042301162233,,0.512006261444858,0.5056787879447522,,0.4466810720649001,,0.5097738691375517,,0.4720015925417742,,0.06592481029184025,0.6759756912621784,0.038361358586869496,0.3536178312752701,0.475222332645557,0.5852117667070192,0.3488548968239609,0.5150933379199633,0.2807887752817877,0.36984993733348537,0.14101175518188944,,,results/untitled-search_f14d2c4b_20240423-2133/11093a908dee5febea35fcad4f903219.txt
